# Type 1, Type 2, Tera Type, Score
FGT,PSY,FRY,53.5887264557
FGT,DRG,FRY,53.5569343061
ICE,BUG,BUG,53.5522381041
NRM,FGT,FRY,53.5376810374
FGT,---,FRY,53.5376810374
GRD,FLY,DRG,53.5276222911
GRD,RCK,WTR,53.5174456734
GRS,ICE,PSN,53.3748909330
ICE,PSY,GHT,53.3613371845
FIR,GHT,WTR,53.3460672896
GRD,DRK,DRG,53.3399159307
FLY,RCK,GRD,53.3389046569
GRD,GHT,DRG,53.3218978434
ICE,PSN,FLY,53.3210042755
GRD,GHT,RCK,53.2509655670
PSY,RCK,GRD,53.2373489805
FIR,DRK,WTR,53.2164969813
FLY,PSY,FGT,53.1909550968
GRS,PSY,GHT,53.1907134964
GRD,FLY,DRK,53.1896261495
GRD,DRK,RCK,53.1857709434
ELC,PSY,FGT,53.1650623853
FIR,PSY,FGT,53.1540311347
PSN,GRD,DRK,53.1435778406
ELC,FLY,GRD,53.1380209614
ICE,GRD,BUG,53.1224277409
GRS,ICE,FGT,53.1114815040
FGT,PSY,DRK,53.1021081716
FLY,DRK,FGT,53.0819217836
ELC,ICE,FGT,53.0611237751
FLY,GHT,FGT,53.0229094669
GRD,BUG,GHT,53.0204763470
ELC,FGT,GHT,53.0084173491
ELC,PSN,PSY,52.9913491466
WTR,FRY,FGT,52.9894140291
FLY,GHT,WTR,52.9718391266
ELC,FGT,NRM,52.9277052085
PSY,BUG,GRD,52.9224555248
FLY,DRK,WTR,52.9066445030
GRS,FGT,ELC,52.8897778765
GRS,FRY,WTR,52.8756552511
FIR,BUG,BUG,52.8615929235
WTR,FGT,PSY,52.8284294745
ELC,BUG,WTR,52.7063848751
GRS,GHT,PSN,52.6969703604
NRM,FGT,ELC,52.6938179835
FGT,---,ELC,52.6938179835
GRS,PSY,FRY,52.6874136358
BUG,RCK,BUG,52.6618928585
GRS,DRG,FRY,52.6556214862
PSN,PSY,GHT,52.6466225843
NRM,GRS,FRY,52.6363682175
GRS,---,FRY,52.6363682175
DRG,FRY,DRG,52.6045694215
PSY,BUG,WTR,52.6004627584
GRS,DRK,PSN,52.5874907599
NRM,FGT,GRD,52.5743327398
FGT,---,GRD,52.5743327398
GRD,BUG,DRG,52.5676536895
FGT,PSY,ICE,52.5347202330
GRD,FLY,FIR,52.4902222272
PSN,PSY,FRY,52.4842666179
PSY,FRY,GRD,52.4642695674
PSN,DRG,FRY,52.4524744683
NRM,PSN,FRY,52.4332211996
PSN,---,FRY,52.4332211996
GRS,PSY,WTR,52.3974118926
NRM,FRY,GRD,52.3959265563
DRG,FRY,GRD,52.3959265563
FRY,---,GRD,52.3959265563
GRD,PSY,FIR,52.3916216072
GRS,PSN,FLY,52.3832344301
ELC,FLY,FGT,52.3282341807
GRS,RCK,GRS,52.3188569534
FLY,DRG,GRD,52.3016032056
ELC,BUG,GRD,52.2324546850
GRD,FLY,BUG,52.2260145024
NRM,GRS,GRS,52.2216978080
ICE,FGT,FLY,52.2145468023
FLY,RCK,ELC,52.2068057024
GRD,FRY,WTR,52.1840089284
ICE,PSY,WTR,52.1752893949
ELC,FGT,ICE,52.1513018574
GRS,FGT,ICE,52.1432030487
WTR,GRS,GRS,52.1347978697
PSN,GHT,ICE,52.1243518292
ELC,GRS,GRS,52.1078366922
PSN,DRK,ICE,52.0931604246
WTR,FRY,ELC,52.0791766763
GRS,---,GRS,52.0729325884
PSY,FRY,ELC,52.0605116686
GRS,FLY,GHT,52.0489809914
GRS,ICE,PSY,52.0003073559
PSY,FRY,WTR,51.9556276117
FLY,PSY,PSN,51.9179525009
ICE,FLY,PSN,51.9133460105
ICE,FRY,PSN,51.8986597218
WTR,FGT,NRM,51.8840651038
FIR,BUG,GRD,51.8716094120
GRD,RCK,FIR,51.8289866077
WTR,FGT,GHT,51.8151462364
FIR,BUG,FRY,51.8140667189
PSY,BUG,PSN,51.8081157083
NRM,---,NRM,51.7991098881
FLY,BUG,ELC,51.7872316980
GRD,FRY,BUG,51.7778623279
ELC,GRD,WTR,51.7643401357
RCK,DRG,GRD,51.7182585323
GRS,GHT,WTR,51.7108611012
FIR,GRD,BUG,51.6876669363
ELC,GRD,FIR,51.6844857798
WTR,DRK,FGT,51.6377012077
WTR,PSY,ELC,51.6307858572
GRD,RCK,BUG,51.6288045606
WTR,GHT,FGT,51.6084529578
GRS,DRK,WTR,51.5812907929
ICE,GHT,WTR,51.5358127221
ELC,BUG,BUG,51.4836965257
FIR,RCK,PSN,51.4813853619
FIR,GRS,GHT,51.4423089333
FIR,GRD,PSY,51.4354932445
GHT,DRK,GRD,51.4228630278
FLY,FRY,PSN,51.4181840440
GRD,BUG,PSY,51.4181449273
ICE,DRK,WTR,51.4062424139
NRM,RCK,PSN,51.3716494873
BUG,DRG,GRD,51.3614930204
RCK,---,PSN,51.3465068134
NRM,GHT,GRD,51.3404692558
GHT,---,GRD,51.3404692558
FLY,GHT,PSN,51.3335237152
BUG,FRY,ELC,51.3237738146
WTR,PSY,GRD,51.3185861234
FLY,DRK,PSN,51.2789508553
GRS,FGT,FLY,51.2447532936
FGT,PSN,FLY,51.2211669948
NRM,DRK,GRD,51.2108989476
DRK,---,GRD,51.2108989476
GRS,PSY,GRD,51.1468804448
PSY,DRG,PSN,51.1449408007
WTR,FLY,PSN,51.1138668702
ICE,GRD,FLY,51.0717177536
ICE,PSN,NRM,51.0610944418
WTR,GRS,FGT,50.9974656434
FIR,BUG,ELC,50.9930365430
WTR,ELC,FGT,50.9864724361
GRD,GHT,WTR,50.9790471197
ICE,FRY,FGT,50.9772444796
FIR,WTR,FGT,50.9704059086
RCK,FRY,FGT,50.9356479171
WTR,BUG,BUG,50.9064930900
WTR,GHT,ELC,50.8677996789
FIR,DRG,DRG,50.8568899070
GRS,ICE,DRK,50.8500904734
GRD,DRK,WTR,50.8494768115
FGT,RCK,PSY,50.8392164146
FIR,ICE,PSN,50.8366557862
ICE,GHT,FLY,50.8256347378
ICE,DRK,FLY,50.7604401142
WTR,DRK,ELC,50.7382293707
FLY,FRY,ELC,50.7267842686
GRD,DRG,FIR,50.7194312298
ICE,RCK,PSY,50.6748066653
GRD,BUG,RCK,50.6434461860
GRD,FLY,ICE,50.6270914028
ELC,PSN,GHT,50.6200629831
GRD,FRY,ICE,50.6132297486
WTR,ELC,GRD,50.6027173960
GRD,PSY,DRK,50.5232383277
WTR,PSN,NRM,50.5116931629
WTR,RCK,GHT,50.5021704126
ELC,GRS,GRD,50.4772345274
FGT,PSN,BUG,50.4645550002
FLY,RCK,WTR,50.4561233415
WTR,GRD,PSY,50.4484100886
NRM,GRD,DRK,50.4436402947
GRD,GHT,DRK,50.4436402947
GRD,---,DRK,50.4436402947
WTR,FLY,ELC,50.3932042997
FIR,ICE,FGT,50.3528724938
FLY,PSY,ELC,50.3452389560
GRD,FRY,DRG,50.3390886125
FIR,WTR,GRD,50.2815143456
GRS,DRG,FGT,50.2654350403
GRD,GHT,BUG,50.2230557371
FIR,GHT,PSN,50.2104061513
PSN,RCK,ICE,50.1990502912
ICE,PSN,ELC,50.1898751952
GRS,GRD,FLY,50.1890438300
WTR,ICE,FGT,50.1878400411
GRD,RCK,DRG,50.1802561011
PSN,FRY,---,50.1784239619
GRD,DRG,NRM,50.1764884791
GRS,ICE,GHT,50.1430574770
FIR,GRS,GRD,50.1420537194
ICE,RCK,ELC,50.1355409652
FIR,DRK,PSN,50.1260692247
GRS,PSN,BUG,50.1245482115
FIR,PSN,ICE,50.0767519283
GRD,DRK,BUG,50.0701039735
PSN,DRK,---,50.0572601396
PSN,GRD,FLY,50.0475032341
FIR,WTR,PSN,50.0305924551
GRD,FRY,RCK,50.0003959061
PSN,DRG,ELC,49.9913088392
FGT,PSN,---,49.9859926958
ICE,PSY,ELC,49.9284362857
GRS,GHT,FLY,49.8928991002
GRD,DRK,GHT,49.8683482707
ELC,PSN,FLY,49.8621611845
ELC,BUG,PSN,49.8618918540
PSN,GHT,FLY,49.8451746165
NRM,GRD,GHT,49.8449668154
GRD,---,GHT,49.8320130724
GRS,DRK,FLY,49.8277044766
PSN,DRK,FLY,49.8139832119
WTR,DRG,GRD,49.8012429117
GRS,FGT,BUG,49.7865387863
GRS,PSN,ELC,49.7852040300
PSY,FRY,FGT,49.7106918816
BUG,GHT,ELC,49.7105378124
FIR,WTR,ELC,49.6640680298
WTR,ELC,PSY,49.6555277129
FGT,PSN,FIR,49.6443986013
GRS,DRG,GRD,49.6295372331
PSY,DRG,FGT,49.6276656237
FGT,FRY,GHT,49.6184456813
ICE,RCK,DRK,49.6105027684
RCK,DRK,FGT,49.6011206760
ICE,RCK,NRM,49.5810390583
RCK,GHT,FGT,49.5718724260
NRM,FGT,WTR,49.5691406170
FGT,---,WTR,49.5691406170
DRK,FRY,FGT,49.5604395591
BUG,DRK,ELC,49.5575860488
ICE,GHT,PSN,49.5450185897
FLY,RCK,FGT,49.5266211440
FGT,PSN,RCK,49.5216760914
BUG,GHT,FRY,49.5198279533
WTR,BUG,ELC,49.5024087629
GHT,FRY,FGT,49.5014272425
WTR,PSY,GHT,49.4876933878
PSN,PSY,BUG,49.4835094419
PSN,RCK,---,49.4693772069
ELC,GRD,BUG,49.4635594689
ICE,DRK,PSN,49.4606816630
ELC,ICE,PSN,49.4555099452
BUG,DRK,FRY,49.4312518744
PSN,FRY,FIR,49.3920690446
RCK,FRY,GHT,49.3844317907
WTR,ICE,PSN,49.3360308453
WTR,PSN,FLY,49.2985679534
ELC,DRG,PSN,49.2569435892
FGT,PSY,BUG,49.2070421373
ICE,FLY,GHT,49.1827371615
ICE,GHT,ELC,49.1710785858
PSN,PSY,FIR,49.1701452394
FGT,BUG,PSY,49.1507839425
WTR,GRD,BUG,49.1194894173
FGT,RCK,ICE,49.0684964320
ELC,GRS,PSN,49.0510903965
BUG,DRG,BUG,49.0486141132
ICE,DRK,ELC,49.0415082775
FGT,GRD,FLY,48.9462389425
FIR,FGT,ICE,48.9346361667
FGT,BUG,ICE,48.9248877810
GRS,PSY,BUG,48.9055728595
FGT,FRY,DRK,48.8915575612
ELC,RCK,FGT,48.8800252194
FLY,FRY,FGT,48.8700592916
RCK,GHT,NRM,48.8554478086
GRS,BUG,FGT,48.8339556926
WTR,PSY,FRY,48.8335159231
WTR,DRG,FRY,48.8276265179
FIR,FRY,FGT,48.8272976687
FGT,FLY,ICE,48.8254356179
ELC,FRY,FGT,48.8241360547
PSN,DRG,WTR,48.8181537819
GRS,PSN,FGT,48.8134103562
WTR,ICE,PSY,48.8120554863
NRM,WTR,FRY,48.8083732493
WTR,---,FRY,48.8083732493
ELC,FGT,FLY,48.7964641204
FGT,DRG,DRK,48.7958628927
RCK,DRK,NRM,48.7902531850
FGT,GHT,FLY,48.7862012558
FLY,DRG,FGT,48.7837516140
FIR,BUG,WTR,48.7642955726
PSN,BUG,ICE,48.7632601383
ELC,PSY,GRD,48.7574717746
GRD,GHT,PSY,48.7240687193
FGT,DRK,FLY,48.7210066322
WTR,GHT,PSN,48.6905502476
GRD,DRK,PSY,48.6788353377
FIR,GRS,WTR,48.6478039192
ICE,RCK,WTR,48.6428942395
FIR,ICE,GHT,48.6398388526
PSN,GHT,FIR,48.6386862587
WTR,ELC,DRK,48.6229856027
WTR,DRK,PSN,48.6062133209
PSN,DRK,FIR,48.5431191695
FGT,PSN,GRS,48.5071287288
FIR,FLY,GRD,48.5055616677
FLY,PSY,GRD,48.4904124915
RCK,DRG,WTR,48.4900473909
WTR,GRS,PSN,48.4722616726
WTR,RCK,FGT,48.4501919487
FLY,BUG,WTR,48.4437045165
FIR,PSY,GRD,48.4420247243
NRM,FLY,GRD,48.4396104503
FLY,---,GRD,48.4396104503
FGT,PSY,FIR,48.3971739377
WTR,FLY,GHT,48.3839470300
PSN,FLY,GHT,48.3785284206
GRS,FRY,---,48.3096776165
ELC,ICE,PSY,48.2949951932
GRS,FLY,WTR,48.2663181157
PSY,BUG,FGT,48.2330738627
PSN,PSY,ICE,48.2168077364
FGT,GHT,RCK,48.2049637341
PSN,PSY,FGT,48.1998413743
ICE,FRY,WTR,48.1624315547
GRS,FRY,DRK,48.1577577886
FIR,GRS,PSY,48.1560974426
WTR,FGT,FLY,48.1488082203
GRS,BUG,PSY,48.1471075580
FGT,DRK,RCK,48.1397691105
WTR,FRY,---,48.1266914094
FIR,ICE,WTR,48.1173700002
ICE,GHT,NRM,48.1124962335
PSN,FRY,GRS,48.1059353738
GRS,GHT,NRM,48.0885670083
ICE,FLY,WTR,48.0696100265
ICE,DRK,NRM,48.0473016099
GRS,DRK,NRM,48.0233723847
BUG,FRY,WTR,47.9828370363
PSY,DRG,GRD,47.9459785810
ICE,PSY,FRY,47.9365036612
FIR,RCK,GRD,47.9196112237
FIR,GRD,DRG,47.9176019861
ELC,RCK,GRD,47.9152136118
ICE,PSY,DRK,47.9092010247
ICE,DRG,FRY,47.9047115115
FIR,GRD,WTR,47.8991336399
FGT,GHT,FIR,47.8868349160
GRS,PSN,ICE,47.8856822086
NRM,ICE,FRY,47.8854582429
ICE,---,FRY,47.8854582429
PSN,GHT,NRM,47.8784981965
PSN,DRG,DRG,47.8686197722
WTR,ICE,DRK,47.8576846106
NRM,RCK,GRD,47.8555543417
RCK,---,GRD,47.8555543417
ELC,PSN,ICE,47.8489800608
PSN,DRK,NRM,47.8473067919
GRS,FRY,GHT,47.8241769768
PSN,GRD,GRS,47.8191686343
GRS,DRG,PSN,47.8152256031
FLY,RCK,GHT,47.8129340225
FIR,PSN,GHT,47.8072217572
FIR,WTR,GHT,47.7952470718
FIR,ELC,GRD,47.7708762017
FLY,FRY,WTR,47.7409012111
FGT,DRK,FIR,47.7287440229
GRD,PSY,BUG,47.7205227342
GHT,FRY,FIR,47.6555600161
FIR,FLY,PSN,47.6476626430
ELC,GRD,FLY,47.6267303751
WTR,ELC,GHT,47.5992972696
DRK,FRY,FIR,47.5618448077
GRD,FLY,WTR,47.5428690126
GRD,GHT,FLY,47.5403281324
FIR,FGT,DRK,47.5301053448
ELC,DRK,FGT,47.5261480320
GRS,PSY,DRK,47.5253218696
FGT,FLY,DRK,47.5233568449
FIR,DRK,FGT,47.5096775336
WTR,RCK,PSY,47.5074502445
FGT,BUG,DRK,47.5069233111
NRM,BUG,GRD,47.4974605486
BUG,---,GRD,47.4974605486
ELC,GHT,FGT,47.4968997821
GRD,FRY,PSY,47.4954970324
FIR,GHT,FGT,47.4804292837
FGT,PSN,DRK,47.4773085360
GRD,DRK,FLY,47.4751335088
GRS,BUG,PSN,47.4579568492
WTR,DRG,FGT,47.4161482295
ELC,GHT,FLY,47.4120400625
FGT,PSY,NRM,47.4013777755
PSY,GHT,FIR,47.3844501614
GRD,DRG,PSY,47.3805681929
ELC,ICE,DRK,47.3634939542
ELC,DRK,FLY,47.3468454389
PSY,DRK,FIR,47.2846439199
FLY,PSY,WTR,47.2822677764
WTR,GRD,FIR,47.2732015444
ELC,DRG,GRD,47.2701881742
GRS,GRD,FIR,47.2564261386
PSN,FRY,GHT,47.2415014926
WTR,GRD,DRG,47.2086588717
FIR,FGT,GHT,47.1899660371
NRM,GRD,FIR,47.1726343091
GRD,---,FIR,47.1726343091
GRS,BUG,WTR,47.1251284149
PSN,GHT,GRS,47.1209112315
FIR,GRS,DRK,47.0913628566
FLY,BUG,PSN,47.0798994096
ELC,RCK,GHT,47.0551108401
RCK,GHT,ICE,47.0387110024
PSN,DRK,GRS,47.0253441423
FIR,GRS,NRM,46.9960188758
ICE,BUG,FLY,46.9867019357
ICE,BUG,WTR,46.9832246891
RCK,DRK,ICE,46.9735163788
GRS,PSN,---,46.9407009317
FIR,DRG,GRD,46.9350073663
WTR,ELC,FLY,46.9249688841
FIR,GHT,ICE,46.9164126395
BUG,RCK,NRM,46.9104877972
ELC,ICE,WTR,46.9066666883
GRS,RCK,FLY,46.8900654783
FIR,DRK,ICE,46.8512180159
NRM,PSY,PSN,46.8449918144
PSY,---,PSN,46.8449918144
FIR,ELC,FGT,46.8425210268
ELC,PSN,NRM,46.8356037152
GRS,ICE,WTR,46.8289411560
ELC,DRG,WTR,46.8124857442
GRS,BUG,DRK,46.8021022040
WTR,GHT,FLY,46.7981618240
WTR,DRK,FLY,46.7329672004
FIR,PSY,GHT,46.7292904920
PSN,RCK,FLY,46.7242362515
ICE,GRD,RCK,46.6889282078
PSY,DRG,WTR,46.6279920566
FGT,GHT,PSY,46.5741733960
BUG,GHT,WTR,46.5670484890
FGT,DRK,PSY,46.5289400145
GRD,DRG,RCK,46.5264545091
ICE,PSN,BUG,46.5081591573
ELC,PSY,GHT,46.5065001664
RCK,DRG,ELC,46.5014877061
FIR,FLY,ELC,46.4901810549
GRS,FRY,ELC,46.4846878625
WTR,RCK,DRK,46.4761211475
NRM,BUG,BUG,46.4689086078
GRD,BUG,WTR,46.4430030073
FLY,DRG,PSN,46.4410009171
BUG,DRK,WTR,46.4140967255
WTR,ICE,GHT,46.3759029197
WTR,RCK,ELC,46.3491334007
WTR,GRD,ICE,46.3432676910
DRG,FRY,PSN,46.3387924058
FGT,DRK,---,46.3369880962
GRS,RCK,ELC,46.3310999884
PSY,DRG,ELC,46.3073206855
NRM,FRY,PSN,46.2968619835
BUG,---,BUG,46.2860411750
GRD,DRG,ICE,46.2828663535
GRD,PSY,ICE,46.2765105112
FIR,FGT,NRM,46.2753034973
ICE,FGT,BUG,46.2655106301
ELC,GRS,FGT,46.2503177897
GRS,GRD,WTR,46.2486125157
NRM,GRD,ICE,46.2338268675
GRD,---,ICE,46.2338268675
FGT,FLY,NRM,46.2149958826
ELC,ICE,FLY,46.2045494001
GRS,ICE,FLY,46.1839887419
FGT,BUG,NRM,46.1834276504
ICE,PSY,FLY,46.1392980046
NRM,GRS,FGT,46.1149888653
GRS,PSY,ELC,46.1078937060
GRS,BUG,NRM,46.0949982202
GRD,FLY,PSY,46.0768564654
NRM,DRG,DRG,46.0764375715
DRG,---,DRG,46.0764375715
ICE,GRD,WTR,46.0677756610
GHT,DRK,FRY,46.0305634585
GRS,BUG,FLY,46.0208216449
PSY,GHT,FRY,45.9992151048
PSN,BUG,FLY,45.9927476162
WTR,BUG,FGT,45.9846688818
WTR,GRS,GRD,45.9801282686
GHT,DRG,WTR,45.9724424549
GHT,DRG,FRY,45.9674229551
ELC,ICE,GHT,45.9658660912
WTR,PSN,FGT,45.9641235454
GRD,GHT,---,45.9535501712
NRM,GHT,FRY,45.9481696865
GHT,---,FRY,45.9481696865
FIR,BUG,PSN,45.9377563567
PSY,DRK,FRY,45.9340204812
GRS,---,FGT,45.9286252118
NRM,WTR,GRD,45.9139460696
WTR,---,GRD,45.9139460696
FIR,ICE,PSY,45.9077048557
DRG,DRK,FRY,45.9022283315
ICE,GHT,PSY,45.8983068665
GRS,ICE,NRM,45.8913454095
NRM,DRK,FRY,45.8829750629
DRK,---,FRY,45.8829750629
ICE,BUG,PSY,45.8621724604
ICE,DRK,PSY,45.8530734849
DRG,DRK,WTR,45.8428721466
PSN,BUG,PSY,45.7812601333
PSN,GHT,PSY,45.7635978136
PSN,DRK,PSY,45.7523676510
NRM,GRS,GRD,45.7422403910
GRS,---,GRD,45.7422403910
FIR,PSN,PSY,45.7420441871
FIR,FLY,FRY,45.7329831248
GRD,PSY,DRG,45.7312404602
GRD,DRG,BUG,45.6945344518
WTR,RCK,NRM,45.6916933228
PSN,RCK,FIR,45.6645139323
FGT,RCK,FLY,45.6472605908
FIR,PSY,FRY,45.6346286217
FIR,DRG,FRY,45.6028364721
FGT,PSY,---,45.5916899738
NRM,FIR,FRY,45.5835832035
FIR,---,FRY,45.5835832035
GRS,FRY,FLY,45.5796632804
GHT,DRG,ELC,45.5415426697
PSN,FLY,BUG,45.5151106470
NRM,PSY,FGT,45.5141070353
PSY,---,FGT,45.5141070353
GRS,GHT,PSY,45.5051174840
ICE,FRY,ELC,45.5014269272
BUG,FRY,PSN,45.4668855533
GRS,DRK,PSY,45.4598841024
ELC,FRY,---,45.4411137559
PSN,FRY,FLY,45.4329411673
ICE,BUG,FGT,45.4213060140
DRG,DRK,ELC,45.4119723615
ICE,PSN,FGT,45.4069095466
ICE,DRG,FGT,45.3939886784
FRY,---,PSN,45.3738321457
ELC,FLY,GHT,45.3670581181
NRM,ICE,FGT,45.3403533934
ICE,---,FGT,45.3403533934
FIR,DRG,PSN,45.3395555265
RCK,DRG,FGT,45.3354668417
GRS,GHT,ELC,45.3170046586
ELC,PSY,FRY,45.3086874991
WTR,FRY,DRK,45.3067836776
FGT,PSY,RCK,45.2848458132
GRS,PSY,FLY,45.2822834484
ELC,DRG,FRY,45.2768953495
NRM,ELC,FRY,45.2576420809
ELC,---,FRY,45.2576420809
FGT,FLY,BUG,45.2527206854
FGT,FRY,PSY,45.2494969296
ICE,BUG,PSN,45.2434228389
GRD,PSY,NRM,45.2387847615
ICE,FLY,ELC,45.2149890855
ICE,PSY,BUG,45.2136500231
GRS,DRK,ELC,45.1874343504
PSN,PSY,FLY,45.1692634374
FGT,DRG,PSY,45.1538213588
FIR,RCK,ELC,45.1493865118
GRD,---,NRM,45.1416457587
WTR,PSN,---,45.1054918872
NRM,PSN,ELC,45.0691817935
PSN,---,ELC,45.0691817935
ELC,GRS,PSY,45.0613081957
WTR,BUG,PSY,45.0571837126
PSN,FRY,BUG,45.0561171779
PSY,GHT,ICE,45.0470964027
FIR,WTR,PSY,45.0458286691
FLY,DRG,ELC,45.0229912708
FIR,PSN,BUG,44.9917344998
PSY,DRK,ICE,44.9819017791
FIR,ICE,DRK,44.9774166299
GRS,FLY,BUG,44.9764858444
PSN,BUG,FIR,44.9636260605
PSN,RCK,BUG,44.9465585865
FLY,BUG,FRY,44.9428670332
NRM,ELC,PSN,44.9201070163
ELC,---,PSN,44.9201070163
RCK,FRY,DRK,44.8987026787
FGT,RCK,FIR,44.8938512170
GRS,FLY,ELC,44.8421905483
FIR,ELC,GHT,44.8214689271
NRM,FGT,DRK,44.8123552464
FGT,GHT,DRK,44.8123552464
FGT,---,DRK,44.8123552464
FGT,FRY,BUG,44.8121235816
BUG,RCK,PSY,44.8102324638
WTR,GRS,PSY,44.8058597872
FIR,FLY,FGT,44.7996437141
FIR,FLY,WTR,44.7942233776
RCK,FRY,FIR,44.7564623761
GRS,GHT,ICE,44.7353978583
FLY,BUG,FGT,44.7315677013
ICE,FRY,DRK,44.7179107988
PSN,FLY,FGT,44.7040536887
ELC,GHT,ICE,44.6986957105
BUG,GHT,PSN,44.6716699520
GRS,DRK,ICE,44.6702032347
NRM,FLY,FGT,44.6678627418
FLY,---,FGT,44.6678627418
ICE,BUG,DRK,44.6574361455
FGT,FRY,ICE,44.6527792119
ICE,PSN,FIR,44.6474711972
ELC,DRK,ICE,44.6335010869
FGT,FRY,FIR,44.6258399241
WTR,PSY,DRK,44.5652051848
BUG,DRK,PSN,44.5621903515
GRS,FRY,BUG,44.5576106532
WTR,FGT,ICE,44.5215377331
GRS,GRD,---,44.5004616901
PSN,FRY,PSY,44.4818630647
FGT,DRG,ICE,44.4764448376
PSN,FRY,ICE,44.4751017970
PSN,FLY,ICE,44.4701741142
PSY,RCK,FIR,44.4650823735
FIR,ICE,ELC,44.4620983420
FIR,GRS,BUG,44.4573627251
NRM,FGT,ICE,44.4420628212
FGT,---,ICE,44.4420628212
PSN,GHT,RCK,44.4358122924
RCK,FRY,---,44.4348589398
GRS,RCK,BUG,44.4247197213
ELC,RCK,PSY,44.4230856816
WTR,BUG,PSN,44.4164760888
PSN,DRG,PSY,44.4155188497
PSN,DRK,RCK,44.4046208878
ICE,BUG,ELC,44.3542798673
FGT,GRD,GRS,44.3274277392
PSN,BUG,GRS,44.3032605263
FIR,DRG,ELC,44.2849372414
GRS,FRY,PSY,44.2729000001
RCK,GHT,FLY,44.2640443301
WTR,FRY,GHT,44.2570372045
FIR,WTR,DRK,44.2190496895
NRM,PSN,WTR,44.2056103539
PSN,---,WTR,44.2056103539
PSY,RCK,DRK,44.2051604077
RCK,DRK,FLY,44.1988497065
GRS,DRG,PSY,44.1772244293
BUG,DRG,ELC,44.1216449888
ELC,GRS,DRK,44.0934242495
FGT,PSY,FLY,44.0762868577
NRM,PSY,GRD,44.0728921720
PSY,---,GRD,44.0728921720
WTR,GHT,NRM,44.0725603409
FIR,GRS,ELC,44.0695792161
GHT,DRG,PSN,44.0276910063
GRD,FRY,GRS,44.0104950314
WTR,DRK,NRM,44.0073657173
FIR,RCK,WTR,43.9950066159
PSN,FLY,---,43.9829017384
GRD,BUG,---,43.9746640300
DRG,DRK,FGT,43.9668188372
FIR,RCK,FGT,43.9628289401
WTR,GRS,DRK,43.9576752393
WTR,BUG,DRK,43.9511280931
DRG,DRK,PSN,43.9433540796
GHT,DRG,FGT,43.9375705873
NRM,RCK,WTR,43.9360073525
RCK,---,WTR,43.9360073525
BUG,RCK,FGT,43.9128612164
GRS,BUG,ELC,43.9079199491
RCK,GHT,FIR,43.9075345250
ICE,GRD,---,43.9044610508
PSN,RCK,FGT,43.8791983348
ICE,FGT,FIR,43.8773638147
BUG,FRY,FGT,43.8258893314
FGT,FLY,PSY,43.8156157415
FIR,FGT,PSY,43.8122481115
PSN,FRY,FGT,43.8053497582
WTR,DRG,PSN,43.8042332749
RCK,DRK,FIR,43.7779642168
DRK,FRY,---,43.7548446741
PSY,RCK,BUG,43.7547807422
GRD,BUG,FLY,43.7546278607
PSY,BUG,FIR,43.7389334197
FIR,PSY,BUG,43.7318327342
GRS,GRD,RCK,43.7279540647
WTR,GRD,RCK,43.7088021022
ELC,FGT,---,43.7002853787
FGT,GHT,GRS,43.6804438627
ELC,GRD,RCK,43.6790663391
GRD,FLY,RCK,43.6787694782
BUG,RCK,ICE,43.6743161021
GRD,PSY,RCK,43.6693049091
FIR,GRD,RCK,43.6628342586
NRM,GRD,RCK,43.6441622352
GRD,---,RCK,43.6441622352
PSN,GHT,BUG,43.6185923172
BUG,RCK,DRK,43.5853941563
ELC,BUG,FLY,43.5672990284
FIR,BUG,ICE,43.5520177392
FGT,DRK,GRS,43.5508735545
ELC,RCK,DRK,43.4931056670
ICE,FRY,GHT,43.4914884740
FIR,ICE,NRM,43.4895831473
PSN,DRK,BUG,43.4792888503
NRM,GRS,PSN,43.4783890302
ICE,PSY,FIR,43.3890964228
NRM,ELC,GRD,43.3828913322
ELC,---,GRD,43.3828913322
FGT,GHT,BUG,43.3777452534
GRS,RCK,DRG,43.3387589982
GHT,FRY,GRS,43.3016896900
GRD,FRY,FLY,43.2742514695
FIR,DRG,FGT,43.2721968202
NRM,GRD,PSY,43.2721394786
GRD,---,PSY,43.2721394786
GRS,DRG,DRK,43.2670184488
NRM,WTR,FGT,43.2657020544
WTR,---,FGT,43.2657020544
ELC,DRG,FGT,43.2560182952
DRK,FRY,GRS,43.2364950664
FGT,DRK,BUG,43.2247934898
FIR,PSN,NRM,43.2100626161
PSN,GRD,DRG,43.1494141334
WTR,ELC,NRM,43.1390913685
PSY,RCK,ICE,43.1271266327
ELC,FRY,FLY,43.0831852317
PSY,FRY,FIR,43.0661317824
GHT,FRY,FLY,43.0479904870
NRM,FIR,GRD,43.0477105242
FIR,---,GRD,43.0477105242
ICE,RCK,FLY,43.0377168989
WTR,ICE,ELC,43.0310661143
GRS,GHT,BUG,43.0215869005
FIR,PSY,ICE,43.0048282698
WTR,ICE,FLY,42.9916887584
DRK,FRY,FLY,42.9827958634
GRD,GHT,GRS,42.9684058492
WTR,BUG,FLY,42.9624305818
FIR,WTR,NRM,42.9424293848
FIR,FRY,---,42.9325493293
FGT,DRG,GHT,42.9203429530
FIR,DRG,WTR,42.8897687074
ICE,GHT,FIR,42.8890241112
GRS,DRK,BUG,42.8686351370
GRS,RCK,ICE,42.8637505331
GRD,DRK,GRS,42.8388355410
