# Type 1, Type 2, Tera Type, Score
GRS,FLY,PSY,42.8238123152
GRS,FGT,DRG,42.7944901125
ELC,PSN,BUG,42.7857019298
ELC,RCK,ICE,42.7342339874
ICE,DRK,FIR,42.7309332181
ELC,PSY,FLY,42.7155273970
FIR,GRS,ICE,42.7152327982
PSY,GHT,FLY,42.7097683058
FIR,ELC,ICE,42.7003172933
ICE,BUG,NRM,42.6706726709
PSY,DRK,FLY,42.6445736822
ICE,FRY,FLY,42.6398530998
GRD,DRK,---,42.6259277092
RCK,FRY,NRM,42.6072561189
ELC,FRY,DRK,42.6067299151
RCK,DRG,GHT,42.6056530126
DRG,FRY,WTR,42.5938490522
BUG,DRK,FGT,42.5530311141
NRM,FRY,WTR,42.5519186299
FRY,---,WTR,42.5519186299
WTR,PSN,BUG,42.5449832972
ELC,FGT,BUG,42.5369549255
NRM,DRG,GRD,42.5351940378
DRG,---,GRD,42.5351940378
PSN,DRK,FGT,42.5324857778
GRS,---,PSN,42.5302165186
BUG,GHT,FGT,42.5237828642
FLY,DRG,WTR,42.5084817796
PSN,GHT,FGT,42.5032375279
WTR,FRY,FLY,42.5009272893
BUG,RCK,---,42.4125680879
WTR,GHT,PSY,42.3956142661
PSY,GHT,BUG,42.3812554544
PSN,BUG,NRM,42.3779459969
ELC,BUG,PSY,42.3727910756
FIR,ELC,PSY,42.3678544106
GRD,PSY,WTR,42.3637394927
WTR,GRD,FLY,42.3507324895
WTR,DRK,PSY,42.3503808845
ICE,FGT,DRG,42.3252128446
ELC,GRS,WTR,42.3154641258
PSY,RCK,NRM,42.2968487723
GRD,BUG,GRS,42.2719475015
PSY,DRK,BUG,42.2580677576
ELC,GRS,GHT,42.2341948427
FGT,RCK,DRG,42.2051678774
ELC,GRS,FLY,42.2051088274
WTR,FGT,BUG,42.2012255158
NRM,ELC,WTR,42.1999423162
ELC,---,WTR,42.1999423162
FGT,BUG,RCK,42.1957545543
GRS,PSY,DRG,42.1728263507
RCK,GHT,PSY,42.1446102781
NRM,FLY,PSN,42.1294684309
FLY,---,PSN,42.1294684309
WTR,PSY,FLY,42.1216527911
WTR,GRS,FLY,42.1188433873
WTR,BUG,NRM,42.1153377659
RCK,DRK,PSY,42.0993768965
NRM,PSY,WTR,42.0523362152
PSY,---,WTR,42.0523362152
WTR,GRS,GHT,41.9907099728
GRS,FLY,DRK,41.9815547992
FGT,FRY,NRM,41.9778971136
GRS,PSN,DRK,41.9355064903
ELC,PSY,DRK,41.8899714863
GRS,FRY,NRM,41.8595153343
DRG,FRY,ELC,41.8455970962
ELC,RCK,NRM,41.8262613366
ELC,BUG,FGT,41.8245389475
ELC,PSN,FGT,41.8039936112
NRM,FRY,ELC,41.8036666739
FRY,---,ELC,41.8036666739
FGT,DRG,NRM,41.7900794722
PSN,BUG,RCK,41.7888077098
PSN,FLY,FIR,41.7873062110
NRM,GRD,BUG,41.7803675134
GRD,---,BUG,41.7803675134
GRD,DRG,---,41.7252236767
WTR,ICE,NRM,41.7176632228
PSY,BUG,ICE,41.7058140840
NRM,RCK,ELC,41.6286108339
RCK,---,ELC,41.6286108339
WTR,FLY,---,41.6273035478
GRS,PSY,NRM,41.6039687404
GRS,FLY,DRG,41.5924465582
ELC,PSY,BUG,41.5631243531
PSN,FLY,GRS,41.5591972063
PSN,PSY,RCK,41.5496975905
FIR,ELC,DRK,41.5477705529
FGT,FRY,RCK,41.5233430984
ICE,PSY,NRM,41.5178487358
ICE,FGT,RCK,41.5155211357
PSN,FRY,NRM,41.5139775168
PSN,PSY,GRS,41.4877614305
GHT,DRK,WTR,41.4717077978
FIR,FRY,GHT,41.4561258957
GRS,DRK,DRG,41.4525978493
GRS,GHT,DRG,41.4345797619
NRM,PSY,ELC,41.4128280102
PSY,---,ELC,41.4128280102
GRD,RCK,---,41.4072896005
NRM,GHT,WTR,41.3893140258
GHT,---,WTR,41.3893140258
BUG,DRG,WTR,41.3855128170
GHT,FRY,ICE,41.3800185577
GRS,BUG,ICE,41.3769337273
FGT,FRY,GRS,41.3629027829
FGT,DRG,RCK,41.3530474371
FGT,BUG,GHT,41.3462964563
FLY,GHT,ICE,41.3459984819
ELC,BUG,ICE,41.3402315795
DRK,FRY,ICE,41.3148239341
PSN,PSY,NRM,41.3011316251
BUG,GHT,ICE,41.2928266580
FLY,DRK,ICE,41.2808038583
ELC,BUG,DRK,41.2751566640
WTR,PSY,BUG,41.2654721528
ICE,FLY,BUG,41.2627162028
NRM,DRK,WTR,41.2597437176
DRK,---,WTR,41.2597437176
ELC,FRY,GHT,41.2321091578
GRS,DRG,WTR,41.2312292839
ELC,ICE,NRM,41.2309639809
NRM,RCK,FGT,41.2153675890
RCK,---,FGT,41.2153675890
BUG,DRK,ICE,41.2042505790
GRS,DRG,FLY,41.1966151334
FIR,PSN,---,41.1964597449
WTR,PSN,FIR,41.1803124811
DRG,FRY,FGT,41.1707990578
WTR,FRY,PSY,41.1626312266
FIR,RCK,GHT,41.1542196574
GRS,DRG,GHT,41.1536399672
NRM,FRY,FGT,41.1288686355
FRY,---,FGT,41.1288686355
FGT,PSY,DRG,41.1234576499
BUG,RCK,GHT,41.0871377411
PSN,DRG,FLY,41.0835951224
WTR,DRG,PSY,41.0669556558
PSN,FRY,RCK,41.0587095888
ELC,FGT,DRG,41.0437475259
ELC,FLY,---,41.0378623791
NRM,FGT,PSY,41.0320931200
FGT,FLY,FIR,41.0241641491
NRM,FIR,PSN,41.0027189535
FIR,---,PSN,41.0027189535
ELC,PSN,FIR,40.9674614574
FGT,---,PSY,40.9055637814
FGT,FRY,---,40.8927097108
RCK,FRY,PSY,40.8817002662
GRS,PSY,ICE,40.8428821110
ICE,RCK,BUG,40.8352621833
PSN,PSY,---,40.8159549141
FIR,ICE,BUG,40.7881951643
RCK,DRG,PSY,40.7667714267
ICE,PSN,GRS,40.7659126820
ELC,PSY,ICE,40.7618678939
GHT,DRK,ELC,40.7219711787
FLY,PSY,GHT,40.6881082260
NRM,GHT,ELC,40.6395774067
GHT,---,ELC,40.6395774067
FGT,BUG,FLY,40.6345786642
GRS,BUG,DRG,40.5852165418
PSN,DRG,GRS,40.5821905527
PSN,DRG,GHT,40.5723306319
ICE,FRY,PSY,40.5465267193
ICE,FLY,PSY,40.5362022697
NRM,DRK,ELC,40.5100070985
DRK,---,ELC,40.5100070985
FGT,DRK,DRG,40.5085438011
FGT,FLY,DRG,40.4927509028
FGT,GHT,DRG,40.4905257137
ELC,GHT,NRM,40.4853508852
ICE,DRG,PSY,40.4801825043
BUG,RCK,FLY,40.4556495091
GRS,FLY,NRM,40.4525711038
GRD,DRG,WTR,40.4508105203
ELC,DRK,NRM,40.4201562616
NRM,ICE,PSY,40.4118897498
ICE,---,PSY,40.4118897498
ICE,DRG,PSN,40.4043178577
WTR,DRG,DRK,40.3947052816
WTR,FGT,FIR,40.3742081440
PSN,FLY,PSY,40.3546978468
NRM,ICE,PSN,40.3360251032
ICE,---,PSN,40.3360251032
WTR,FGT,---,40.3006810000
FIR,GHT,NRM,40.2974576425
BUG,RCK,FIR,40.2857597223
WTR,FRY,FIR,40.2854942880
NRM,PSN,PSY,40.2666429649
PSN,---,PSY,40.2666429649
WTR,PSN,ICE,40.2484261931
FIR,DRK,NRM,40.2322630189
FGT,FLY,GRS,40.2129412886
PSY,GHT,RCK,40.2084558406
ELC,FGT,FIR,40.2058955267
PSN,DRG,ICE,40.1731898106
FGT,BUG,FIR,40.1520399718
FGT,FRY,FLY,40.1471378299
PSY,DRK,RCK,40.1432612170
NRM,FLY,ELC,40.1261683118
NRM,PSN,ICE,40.1241503247
PSN,---,ICE,40.1241503247
NRM,GRD,DRG,40.1008094944
GRD,---,DRG,40.1008094944
PSN,DRG,FIR,40.0751409130
FLY,GHT,FIR,40.0265925842
ELC,FRY,FIR,40.0195738107
NRM,GRS,PSY,40.0190953284
GRS,---,PSY,40.0190953284
FGT,DRG,FLY,39.9720131038
RCK,DRG,DRK,39.9684135165
FLY,DRK,FIR,39.9613979606
RCK,FRY,FLY,39.9376917866
FLY,---,ELC,39.9322435200
WTR,PSY,FIR,39.9305384540
GRD,RCK,FLY,39.8641942599
GHT,DRK,FGT,39.8638283535
NRM,DRK,FGT,39.8340642868
DRK,---,FGT,39.8340642868
ICE,FLY,DRK,39.8283911139
ICE,PSN,DRK,39.8151381036
ICE,DRG,DRK,39.8069829664
NRM,GHT,FGT,39.8048160369
GHT,---,FGT,39.8048160369
GHT,FRY,RCK,39.7920122902
GHT,DRK,PSN,39.7675583747
NRM,ICE,DRK,39.7386902118
ICE,GHT,DRK,39.7386902118
ICE,---,DRK,39.7386902118
BUG,DRG,PSN,39.7279426712
DRK,FRY,RCK,39.7268176666
ELC,GHT,PSY,39.7168565237
WTR,FLY,PSY,39.7135435417
NRM,GHT,PSN,39.7085460581
GHT,---,PSN,39.7085460581
ELC,PSY,FIR,39.7073896977
ELC,DRK,PSY,39.6716231421
NRM,DRK,PSN,39.6242091314
GRD,FLY,GRS,39.6161230197
ICE,FRY,FIR,39.6039532886
DRK,---,PSN,39.5990664576
PSY,RCK,FLY,39.5880599523
GRS,BUG,GHT,39.5863980617
FGT,BUG,GRS,39.5812503010
ELC,RCK,FLY,39.5324946798
NRM,WTR,PSN,39.4673967020
WTR,---,PSN,39.4673967020
FIR,FGT,BUG,39.4650698390
FIR,FRY,BUG,39.4550683770
FGT,RCK,BUG,39.4449567995
BUG,FRY,FIR,39.4411677454
RCK,FRY,ICE,39.4351772922
RCK,FRY,BUG,39.4234692700
ICE,GHT,BUG,39.4136958239
FLY,RCK,PSY,39.4101859054
WTR,GHT,FIR,39.4075755872
FIR,RCK,PSY,39.3906320622
WTR,FGT,DRG,39.3860137194
ICE,FGT,GRS,39.3793150003
WTR,DRG,ELC,39.3684673703
NRM,FIR,ELC,39.3535569795
FIR,---,ELC,39.3535569795
FIR,ELC,NRM,39.3482403750
FIR,FRY,ICE,39.3275363989
FGT,GRD,---,39.3130339461
BUG,FRY,GRS,39.3068418644
WTR,DRK,FIR,39.2780052790
ICE,DRK,BUG,39.2607440604
FGT,DRG,FIR,39.2367560741
NRM,GRS,DRK,39.2355689444
GRS,GHT,DRK,39.2355689444
GRS,---,DRK,39.2355689444
NRM,BUG,ELC,39.2227823134
BUG,---,ELC,39.2227823134
ELC,GHT,FIR,39.1998447983
FIR,BUG,FGT,39.1992635667
FIR,PSN,FGT,39.1975600145
PSY,DRK,---,39.1803451480
WTR,RCK,FLY,39.1373739682
NRM,FIR,FGT,39.1217506451
FIR,---,FGT,39.1217506451
WTR,FLY,DRK,39.1092416321
NRM,ELC,FGT,39.1055721202
ELC,---,FGT,39.1055721202
BUG,GHT,FLY,39.0785189395
PSN,DRG,BUG,39.0750942431
ELC,DRK,FIR,39.0702744901
WTR,PSN,DRK,39.0631933232
BUG,DRK,FLY,38.9899428606
PSY,BUG,FLY,38.8478674791
BUG,GHT,FIR,38.8342581538
PSY,DRG,FIR,38.8135606855
FLY,GHT,GRS,38.8129239496
GRD,DRG,FLY,38.8035449446
ICE,GRD,GRS,38.7910059208
FGT,DRG,BUG,38.7785220476
GRS,ICE,BUG,38.7767331876
FLY,DRK,GRS,38.7477293260
WTR,ELC,DRG,38.7226394436
FLY,PSY,FRY,38.7220827283
FLY,DRG,FRY,38.7161933231
ELC,DRG,FLY,38.6998305188
NRM,FLY,FRY,38.6969400544
FLY,---,FRY,38.6969400544
FIR,RCK,DRK,38.6948342345
ELC,ICE,BUG,38.6821126223
FLY,RCK,DRK,38.6797764597
WTR,PSY,DRG,38.6700091407
ICE,BUG,FIR,38.6634770690
BUG,DRK,FIR,38.6527858054
GRD,---,---,38.6478971958
NRM,---,GRD,38.6478971958
WTR,FGT,RCK,38.6390058410
PSY,FRY,DRK,38.6359515946
PSN,RCK,DRK,38.6337281508
GHT,DRG,FLY,38.6192143845
GRS,FGT,RCK,38.6160748510
PSY,BUG,FRY,38.5577730881
DRG,DRK,FLY,38.5540197609
BUG,DRG,FRY,38.5259809385
ELC,BUG,NRM,38.5114081344
NRM,BUG,FRY,38.5067276699
BUG,---,FRY,38.5067276699
GRS,DRG,BUG,38.5041663268
ELC,FGT,RCK,38.4858193839
FGT,FLY,RCK,38.4855225231
FIR,FGT,RCK,38.4695873035
ELC,FRY,PSY,38.4628703253
NRM,FGT,RCK,38.4509152801
FGT,---,RCK,38.4509152801
FLY,PSY,BUG,38.4360698021
FLY,GHT,BUG,38.4068827074
ELC,GRD,---,38.3890790359
PSY,FRY,FLY,38.3674910879
GRS,FRY,DRG,38.3674382877
ELC,DRG,PSY,38.3671947545
FLY,DRK,BUG,38.3183066285
GHT,DRG,FIR,38.2974154450
NRM,FIR,WTR,38.2772252794
ICE,DRG,FLY,38.2662024322
FGT,DRK,GHT,38.2595479076
BUG,DRG,FGT,38.2449615247
FIR,ICE,FLY,38.2368858267
NRM,FGT,GHT,38.2361664522
FGT,---,GHT,38.2361664522
PSN,DRG,FGT,38.2244161883
FIR,FRY,DRK,38.2176100716
NRM,ICE,FLY,38.2125671473
ICE,---,FLY,38.2125671473
BUG,GHT,GRS,38.1898459617
DRG,DRK,FIR,38.1393245519
WTR,FLY,DRG,38.1276154954
ICE,FRY,---,38.0975763331
WTR,DRG,FLY,38.0965400862
ICE,GHT,GRS,38.0532146543
PSY,FRY,BUG,38.0500227576
WTR,DRK,DRG,38.0433217099
BUG,DRK,GRS,38.0368941982
FGT,PSY,GRS,38.0277390465
WTR,GHT,DRG,38.0253036225
GHT,FRY,BUG,38.0055193981
ICE,PSY,DRG,37.9951412472
RCK,DRK,GHT,37.9536816882
FLY,BUG,ICE,37.9514735438
NRM,RCK,GHT,37.9435790394
RCK,---,GHT,37.9303002329
FIR,GHT,BUG,37.9249461912
ICE,DRK,GRS,37.9236443461
NRM,FLY,WTR,37.9212424384
FLY,---,WTR,37.9212424384
FIR,---,WTR,37.9189431590
DRK,FRY,BUG,37.9169433192
RCK,GHT,BUG,37.8880244349
PSY,RCK,DRG,37.8840727214
WTR,FRY,NRM,37.8595099520
PSY,DRG,BUG,37.8211600339
ICE,PSN,RCK,37.7843259457
FIR,DRK,BUG,37.7719944276
ICE,FLY,---,37.7657045955
WTR,PSN,RCK,37.7416836044
GRS,PSN,RCK,37.7187526144
ELC,DRG,DRK,37.7016395022
PSN,DRG,RCK,37.6511836028
ELC,FLY,BUG,37.6434534270
PSY,BUG,RCK,37.5519774316
WTR,DRG,GHT,37.5388231582
PSN,RCK,GRS,37.5083861155
FIR,PSY,DRK,37.5009282772
WTR,PSY,NRM,37.4948207843
RCK,DRK,BUG,37.4880562978
FIR,PSN,GRS,37.4851025749
GHT,FRY,---,37.4779818824
DRG,FRY,---,37.4761578883
WTR,PSN,GRS,37.4730922515
FIR,GHT,---,37.4545056410
ELC,PSN,GRS,37.4461310739
PSY,FRY,ICE,37.4384712459
GRS,ICE,ELC,37.4365773006
FLY,PSY,ICE,37.4131446371
NRM,PSN,GRS,37.4112269701
PSN,---,GRS,37.4112269701
ICE,DRK,DRG,37.3826826361
ICE,GHT,DRG,37.3646645487
WTR,FLY,BUG,37.3462496848
GRD,PSY,GRS,37.3419423343
WTR,GHT,---,37.3064311580
FIR,GRS,FLY,37.2894251499
PSY,BUG,DRK,37.2802960100
NRM,GRS,FLY,37.2651064704
GRS,---,FLY,37.2651064704
ELC,FRY,BUG,37.2594742161
WTR,BUG,DRG,37.2122866155
RCK,DRK,DRG,37.1923000380
FIR,ELC,BUG,37.1836723223
FIR,PSN,FLY,37.1764051389
RCK,GHT,DRG,37.1742819506
ELC,GRS,NRM,37.1538111706
NRM,PSN,FLY,37.1520864594
PSN,---,FLY,37.1520864594
GRS,FLY,ICE,37.1434892345
GRS,FRY,ICE,37.1299358172
WTR,GRS,NRM,37.1112171741
FLY,RCK,FIR,37.1069359676
WTR,GHT,ICE,37.1032442520
ELC,FRY,ICE,37.0932336695
FGT,DRG,GRS,37.0725665843
ELC,FLY,ICE,37.0718911063
ICE,FRY,BUG,37.0632540181
GHT,DRK,ICE,37.0613621555
ELC,RCK,BUG,37.0509774593
WTR,DRK,ICE,37.0380496284
GHT,DRG,ICE,37.0280078695
ELC,FLY,PSY,37.0137826404
NRM,GHT,ICE,36.9789683835
GHT,---,ICE,36.9789683835
DRG,DRK,ICE,36.9628132459
WTR,FRY,BUG,36.9596195460
NRM,DRK,ICE,36.9137737599
DRK,---,ICE,36.9137737599
NRM,WTR,PSY,36.9088265549
WTR,---,PSY,36.9088265549
PSY,FRY,RCK,36.9013093682
ICE,FLY,NRM,36.8958242630
FIR,FLY,GHT,36.8466536022
ICE,FRY,NRM,36.8445670725
ICE,BUG,GHT,36.8296545522
BUG,GHT,RCK,36.8234619251
WTR,RCK,BUG,36.8198072363
FIR,WTR,BUG,36.8016236030
ICE,DRG,GHT,36.7964144075
NRM,BUG,WTR,36.7962337592
BUG,---,WTR,36.7962337592
NRM,GRD,---,36.7947070466
RCK,DRG,NRM,36.7614961728
ICE,DRK,GHT,36.7515031083
BUG,DRK,RCK,36.7348858462
NRM,ICE,GHT,36.7281216529
ICE,---,GHT,36.7281216529
ELC,PSY,DRG,36.6702066695
NRM,RCK,PSY,36.6560520617
RCK,---,PSY,36.6560520617
GRS,ICE,DRG,36.6461471097
PSY,GHT,GRS,36.6450691986
NRM,GRS,WTR,36.6186858559
GRS,---,WTR,36.6186858559
PSN,FLY,NRM,36.6115536312
GRS,PSN,FIR,36.5636904473
FGT,---,NRM,36.5597056573
PSY,DRK,GRS,36.5452629571
PSY,FRY,GHT,36.5442091768
ICE,DRG,WTR,36.5266552707
PSY,DRG,GHT,36.4831452239
NRM,PSN,FIR,36.4798986178
PSN,---,FIR,36.4798986178
ICE,GHT,RCK,36.4675299453
NRM,ICE,WTR,36.4583625161
GRS,DRK,GHT,36.4564440597
NRM,GRS,GHT,36.4330626043
ELC,FLY,DRK,36.4161758527
GRD,DRG,GRS,36.4149798248
ICE,DRK,RCK,36.4023353217
GRS,---,GHT,36.3979347871
WTR,GHT,RCK,36.3863762625
FLY,BUG,FIR,36.3819048517
WTR,FLY,NRM,36.3814092949
BUG,RCK,DRG,36.3726806680
ELC,PSN,DRK,36.3701275438
GRS,GHT,RCK,36.3634452725
WTR,GHT,DRK,36.3632557773
NRM,WTR,DRK,36.3632557773
WTR,---,DRK,36.3632557773
WTR,DRK,RCK,36.3211816389
GHT,DRG,RCK,36.3050562466
GRS,DRK,RCK,36.2982506489
ELC,BUG,---,36.2896518710
DRG,DRK,RCK,36.2398616230
PSY,DRK,DRG,36.1729222585
FIR,FGT,GRS,36.1373898719
PSY,GHT,DRG,36.1251401045
ELC,FLY,DRG,36.0921173337
FIR,FGT,FLY,36.0834285592
ICE,---,WTR,36.0814988113
ICE,FLY,FIR,36.0693107222
NRM,FGT,FLY,36.0591098797
FGT,---,FLY,36.0591098797
ELC,DRK,DRG,36.0579138696
FLY,BUG,GRS,36.0435870226
GRS,DRG,NRM,36.0406122952
ELC,GHT,DRG,36.0398957823
ICE,FRY,GRS,35.9952703982
WTR,BUG,GHT,35.9937553269
RCK,GHT,DRK,35.9843737481
NRM,RCK,DRK,35.9843737481
RCK,---,DRK,35.9843737481
FIR,GRS,DRG,35.9772387198
PSN,BUG,GHT,35.9741032950
PSY,BUG,GRS,35.9696330351
NRM,GRD,WTR,35.8948764641
GRD,---,WTR,35.8948764641
PSN,DRK,GHT,35.8843879406
NRM,PSN,GHT,35.8610064852
FLY,FRY,GRS,35.8571048821
FIR,FRY,GRS,35.8510418574
PSN,---,GHT,35.8388324110
FIR,RCK,---,35.7706065551
WTR,BUG,FIR,35.7514591797
GRS,FGT,FIR,35.7493153007
ELC,GHT,BUG,35.7344896241
PSN,DRG,NRM,35.7285219637
GHT,DRG,GRS,35.7102513862
FIR,FLY,---,35.6954016332
NRM,FGT,FIR,35.6940440561
FLY,FRY,FIR,35.6768149946
FGT,---,FIR,35.6655234712
FIR,FGT,---,35.6115646304
DRG,DRK,GRS,35.5806810780
DRG,FRY,FIR,35.5699696772
ELC,DRK,BUG,35.5611829382
NRM,FRY,FIR,35.5565598398
FLY,DRK,DRG,35.5368180531
NRM,DRG,FGT,35.5352479135
DRG,---,FGT,35.5352479135
ELC,BUG,FIR,35.5343762021
ICE,RCK,FIR,35.5260000500
RCK,DRG,FLY,35.5137447489
FIR,GRD,GRS,35.5020583596
FLY,RCK,BUG,35.4899133752
WTR,ICE,FIR,35.4889243032
FLY,GHT,DRG,35.4544242811
FIR,ELC,---,35.4538134727
FIR,FLY,BUG,35.4286348117
WTR,GHT,BUG,35.4267794674
FLY,FRY,GHT,35.4207812905
WTR,DRK,---,35.4027490941
NRM,BUG,PSN,35.4026470943
FLY,PSY,FIR,35.3953554220
RCK,DRG,FIR,35.3387711851
GRS,PSY,FIR,35.3297445902
FIR,RCK,NRM,35.3251213865
FLY,DRG,GHT,35.3227864619
FLY,RCK,NRM,35.3100636118
PSY,BUG,DRG,35.3080071958
WTR,DRK,BUG,35.2738277038
GHT,FRY,NRM,35.2519382357
NRM,PSY,FIR,35.2459527608
PSY,---,FIR,35.2459527608
ELC,BUG,DRG,35.2101585994
WTR,RCK,ICE,35.2011469468
FIR,GRS,---,35.1884813405
DRK,FRY,NRM,35.1867436121
ICE,BUG,GRS,35.1860222551
GRS,FGT,---,35.1586400747
FIR,RCK,ICE,35.1403440582
FLY,RCK,ICE,35.1308697814
NRM,PSN,BUG,35.1224819827
RCK,DRG,ICE,35.1112530947
FIR,GHT,PSY,35.1089046145
FIR,BUG,PSY,35.1023723705
PSN,---,BUG,35.1021270604
ICE,FGT,---,35.0941789474
GRS,FRY,FIR,35.0833758107
NRM,RCK,ICE,35.0768710784
RCK,---,ICE,35.0768710784
FIR,DRK,PSY,35.0636712330
FIR,FLY,ICE,35.0346871141
FIR,WTR,ICE,35.0340476274
FGT,BUG,DRG,35.0330966620
FLY,FRY,---,35.0325201305
GRD,PSY,---,35.0187214232
FIR,DRG,ICE,35.0036122014
BUG,DRG,GRS,35.0019485684
WTR,FRY,DRG,34.9996663959
FRY,---,FIR,34.9995839812
PSY,BUG,GHT,34.9749649793
GRD,PSY,FLY,34.9647687452
NRM,FIR,ICE,34.9545727155
FIR,---,ICE,34.9545727155
GRS,DRK,---,34.9484506216
PSY,GHT,NRM,34.9415047855
FIR,GRD,FLY,34.9382853834
NRM,GRD,FLY,34.9139667039
GRD,---,FLY,34.9139667039
BUG,FRY,FLY,34.8901033740
PSY,DRK,NRM,34.8763101619
FIR,FGT,DRG,34.8701984230
FIR,BUG,NRM,34.8629918523
NRM,FGT,BUG,34.8476316998
FGT,---,BUG,34.8476316998
GRS,GHT,FIR,34.8061267620
GHT,DRK,FIR,34.8047287045
GHT,DRK,FLY,34.7995144924
FIR,ELC,FLY,34.7926405352
NRM,DRG,PSN,34.7763597733
DRG,---,PSN,34.7763597733
NRM,ELC,FLY,34.7683218558
ELC,---,FLY,34.7683218558
FIR,GHT,GRS,34.7632349741
ELC,PSN,RCK,34.7506711612
PSN,FLY,RCK,34.7503743004
FIR,DRG,GHT,34.7496147784
FIR,GHT,FLY,34.7414393999
BUG,DRG,FLY,34.7389347939
WTR,RCK,DRG,34.7379984434
FIR,PSN,RCK,34.7344390807
NRM,GHT,FIR,34.7223349325
GHT,---,FIR,34.7223349325
NRM,GHT,FLY,34.7171207204
GHT,---,FLY,34.7171207204
NRM,PSN,RCK,34.7157670574
PSN,---,RCK,34.7157670574
WTR,GRS,BUG,34.6877739998
FIR,DRK,FLY,34.6762447763
ELC,GRS,BUG,34.6656662199
WTR,ELC,BUG,34.6555640216
NRM,DRK,FLY,34.6519260968
DRK,---,FLY,34.6519260968
GRS,DRK,FIR,34.6480358689
FLY,DRK,---,34.6387669630
FIR,DRK,GRS,34.6336646659
NRM,DRK,FIR,34.5927646243
BUG,DRG,FIR,34.5659820716
DRK,---,FIR,34.5642440394
GRS,RCK,---,34.5601049732
NRM,GRS,BUG,34.5515540664
GRS,---,BUG,34.5515540664
WTR,GRS,ELC,34.5340696294
ELC,DRG,GHT,34.5228417771
BUG,---,PSN,34.4544745827
NRM,WTR,ELC,34.4370871084
WTR,---,ELC,34.4370871084
ICE,FLY,DRG,34.4221991094
FGT,FLY,---,34.3421268368
FLY,RCK,---,34.3330792576
GRS,GHT,---,34.3099660849
ICE,FRY,DRG,34.2838294817
FIR,BUG,DRK,34.2476611246
ELC,FRY,NRM,34.2161297226
NRM,ELC,PSY,34.2090656535
ELC,---,PSY,34.2090656535
FGT,RCK,---,34.1968846665
FIR,WTR,FLY,34.1893501026
NRM,WTR,FLY,34.1650314232
WTR,---,FLY,34.1650314232
PSN,BUG,FGT,34.1636204111
RCK,FRY,DRG,34.1633282202
ICE,RCK,DRG,34.1174333362
WTR,ELC,---,34.1110631438
NRM,BUG,FGT,34.1037685658
BUG,---,FGT,34.1037685658
FLY,FRY,BUG,34.0886475228
NRM,PSN,FGT,34.0832232295
PSN,---,FGT,34.0832232295
FIR,FRY,NRM,34.0538359460
WTR,BUG,---,34.0350785357
FGT,RCK,GRS,34.0227933193
WTR,FGT,GRS,33.9874994553
ELC,FGT,GRS,33.9605382778
NRM,FGT,GRS,33.9256341740
FGT,---,GRS,33.9256341740
PSY,DRG,FLY,33.9160378317
NRM,PSY,BUG,33.9054353602
PSY,---,BUG,33.9054353602
FLY,DRG,BUG,33.9036565188
ELC,PSY,NRM,33.8762606190
FIR,FRY,PSY,33.8517494280
BUG,FRY,PSY,33.8330401169
BUG,FRY,ICE,33.8018814713
ICE,BUG,RCK,33.7926727724
BUG,FRY,RCK,33.7765385890
GRS,DRG,ELC,33.7739785566
FIR,DRG,PSY,33.7560738572
FLY,GHT,NRM,33.7553392767
RCK,FRY,GRS,33.7378298301
WTR,BUG,ICE,33.7374325406
BUG,DRG,PSY,33.7373645461
FLY,FRY,ICE,33.7263854542
WTR,BUG,RCK,33.7130788447
FIR,PSY,NRM,33.7091954221
WTR,FRY,GRS,33.7025359661
GRS,BUG,RCK,33.6901478548
FLY,DRK,NRM,33.6901446531
ELC,FRY,GRS,33.6755747886
NRM,ELC,DRK,33.6701899979
ELC,GHT,DRK,33.6701899979
ELC,---,DRK,33.6701899979
PSY,FRY,GRS,33.6658133586
PSY,DRG,DRK,33.6627626384
BUG,DRG,ICE,33.6621961582
NRM,FRY,GRS,33.6406706848
DRG,FRY,GRS,33.6406706848
FRY,---,GRS,33.6406706848
FGT,GHT,---,33.6367386045
WTR,PSY,---,33.6337559829
WTR,GRS,DRG,33.6331090310
BUG,DRG,RCK,33.6301990737
BUG,GHT,NRM,33.6178780614
NRM,BUG,ICE,33.6131566722
BUG,---,ICE,33.6131566722
NRM,GHT,---,33.5649308529
ICE,PSY,RCK,33.5541498696
ICE,BUG,DRG,33.5501462241
BUG,DRK,NRM,33.5293019824
GRS,PSY,RCK,33.4819223362
GHT,DRK,RCK,33.4814484721
WTR,PSY,RCK,33.4776054186
FIR,DRK,---,33.4666317059
ELC,GRS,DRG,33.4425215823
ELC,GHT,RCK,33.4339588039
FLY,GHT,RCK,33.4336619431
FIR,GHT,RCK,33.4177267235
FIR,DRG,BUG,33.4087805579
NRM,GHT,RCK,33.3990547001
GHT,---,RCK,33.3990547001
PSY,DRG,RCK,33.3916761709
FGT,BUG,---,33.3898687060
ELC,DRK,RCK,33.3687641803
FLY,DRK,RCK,33.3684673195
GRD,RCK,GRS,33.3623692893
FIR,DRK,RCK,33.3525320999
FIR,BUG,---,33.3462746936
NRM,DRK,RCK,33.3338600765
DRK,---,RCK,33.3338600765
RCK,DRG,BUG,33.3241670588
FIR,DRG,DRK,33.2962817356
NRM,GRD,GRS,33.2652101439
ELC,GHT,---,33.2146562869
WTR,PSY,ICE,33.1616969401
