# Type 1, Type 2, Tera Type, Score
ELC,PSN,GRD,57.6361318156
WTR,ELC,GRD,57.6332632223
GRS,FGT,ELC,57.6219630592
ICE,FRY,FGT,57.5866076546
GRS,FLY,GRS,57.5819993988
FIR,WTR,FGT,57.5746530666
ELC,FGT,FLY,57.5714372999
DRK,STL,ELC,57.5708624731
GHT,STL,ELC,57.5672634734
ELC,GRS,GRD,57.5268540255
NRM,BUG,NRM,57.5057131067
RCK,GHT,ELC,57.5016459733
ELC,FLY,WTR,57.4796516599
NRM,FGT,ELC,57.4717038851
FGT,---,ELC,57.4717038851
RCK,FRY,STL,57.4599673038
RCK,DRK,ELC,57.4448076048
DRK,STL,WTR,57.4011978937
GHT,STL,WTR,57.3975988940
FLY,PSY,PSY,57.3817659256
BUG,DRG,GRD,57.3708133531
FIR,GRS,WTR,57.3689825295
GRS,RCK,STL,57.3328079424
FIR,STL,GRD,57.3249087956
FIR,ELC,FRY,57.3186933264
GRD,RCK,RCK,57.3126548657
PSY,STL,ELC,57.3061998478
FIR,PSN,STL,57.3035776867
RCK,FRY,FGT,57.2886604348
PSY,RCK,ELC,57.2858919058
FIR,WTR,STL,57.2768640731
FIR,FLY,STL,57.2712209034
FGT,DRK,NRM,57.2460734858
FGT,GHT,NRM,57.2394696289
ELC,PSY,FGT,57.2332900446
WTR,FGT,PSY,57.2201190633
FIR,GRS,GHT,57.2143251512
GRS,BUG,BUG,57.2130233380
GRD,DRG,FIR,57.1978717298
NRM,FIR,STL,57.1743256142
FIR,---,STL,57.1743256142
FIR,PSN,GRD,57.1739648092
FIR,WTR,GRD,57.1738354480
ICE,FRY,ICE,57.1460886434
ELC,FGT,NRM,57.1410094003
GHT,DRK,GRD,57.1188397277
ELC,FGT,PSY,57.0915779968
FIR,PSY,FGT,57.0783500145
PSY,GHT,ELC,57.0670641984
FIR,GRS,GRD,57.0609743735
FIR,BUG,WTR,57.0528234031
NRM,GHT,GRD,57.0517985024
GHT,---,GRD,57.0517985024
FGT,FLY,GHT,57.0471203339
PSY,DRK,ELC,57.0399359059
NRM,DRK,DRK,56.9976784342
NRM,DRK,GRD,56.9949601339
DRK,---,GRD,56.9949601339
PSY,STL,WTR,56.9943046934
ICE,FLY,ICE,56.9888111988
PSY,RCK,PSN,56.9858981396
FIR,ICE,FRY,56.9755943227
FIR,DRK,FRY,56.9665533044
FLY,PSY,FGT,56.9631775775
FIR,GHT,FRY,56.9599494474
GRD,RCK,DRG,56.8815045321
ELC,PSN,FRY,56.8751463380
GHT,DRK,DRK,56.8750305084
DRK,---,DRK,56.8750305084
GRD,FLY,WTR,56.8682211110
FIR,GRD,PSY,56.8654927991
NRM,FGT,WTR,56.8604938667
FGT,---,WTR,56.8604938667
FIR,WTR,ELC,56.8391625621
WTR,ICE,FGT,56.7938211277
DRG,STL,GRD,56.7841831153
FGT,DRK,FLY,56.7771087446
FGT,GHT,FLY,56.7705048876
WTR,GRS,FRY,56.7658973976
ELC,ICE,FRY,56.6752527433
NRM,PSN,NRM,56.6752284173
WTR,DRG,GRD,56.6529400816
PSN,DRG,GRD,56.6332391289
FIR,ICE,WTR,56.6311324614
ICE,PSN,FRY,56.6270185277
PSN,DRK,FRY,56.6240446439
FLY,BUG,BUG,56.6234192152
PSN,GHT,FRY,56.6003998725
ELC,DRG,DRG,56.5750666645
FIR,STL,---,56.5531926855
GRS,FRY,WTR,56.5483373661
GRS,STL,GRS,56.5421032809
GRD,DRG,NRM,56.5195833258
GRS,DRG,GRD,56.5079838969
GRS,DRG,FGT,56.4562712563
BUG,FRY,BUG,56.4515315413
GRD,GHT,BUG,56.4472902087
FIR,GRD,BUG,56.4382588467
FLY,DRG,DRG,56.4088590636
WTR,ICE,FRY,56.4049915048
PSN,FRY,ELC,56.3990860160
GRD,DRK,BUG,56.3738366517
FIR,ICE,FGT,56.3714762558
WTR,GRD,BUG,56.3446285604
GRS,FRY,STL,56.2931752872
BUG,STL,ELC,56.2784091083
WTR,FGT,GHT,56.2676554428
FGT,STL,FRY,56.2589355636
GRD,RCK,BUG,56.2500300218
FGT,GRD,FLY,56.2451354423
ELC,GRD,FLY,56.2292668397
ELC,GRS,STL,56.2264908839
WTR,ELC,STL,56.2106358079
ELC,GRS,FRY,56.2092628959
BUG,RCK,ELC,56.2079237144
DRG,DRK,DRG,56.2055774480
GHT,DRG,DRG,56.2034721681
ELC,FGT,GHT,56.1819387288
PSN,GRD,BUG,56.1467119923
GRS,FGT,BUG,56.1254281380
NRM,ELC,STL,56.1080973490
ELC,---,STL,56.1080973490
FIR,PSN,ELC,56.0928574448
ICE,RCK,STL,56.0742662725
ELC,GRD,BUG,56.0389462567
ICE,FRY,STL,56.0228547062
ICE,STL,PSY,55.9850365955
WTR,FLY,FRY,55.9670032999
WTR,FGT,PSN,55.9643814123
FGT,PSY,GHT,55.9491730062
FIR,PSN,WTR,55.9326222017
ICE,FLY,STL,55.9310273434
FGT,GRD,ICE,55.9309722313
GRD,PSY,DRK,55.9155504418
NRM,GRD,DRK,55.8586485057
GRD,GHT,DRK,55.8586485057
GRD,---,DRK,55.8586485057
PSY,DRG,DRG,55.8280832119
PSY,BUG,ELC,55.7824458678
FLY,BUG,STL,55.7795634593
FLY,DRK,WTR,55.7705774745
FLY,GHT,WTR,55.7639736175
FLY,RCK,FGT,55.7419050621
WTR,BUG,FRY,55.6155348058
BUG,GHT,BUG,55.5948638991
FIR,ICE,GHT,55.5900368548
ELC,BUG,WTR,55.5663404852
NRM,PSY,PSY,55.5553230018
PSY,RCK,STL,55.5503488107
ELC,PSY,GRD,55.5200450308
GRS,DRG,GRS,55.5078062571
FIR,FGT,FRY,55.4919685882
BUG,FRY,STL,55.4788793096
BUG,DRG,DRG,55.4645667340
PSY,---,PSY,55.4584154116
FGT,FLY,FRY,55.4477651758
FIR,STL,WTR,55.4329042345
BUG,DRG,STL,55.3893203985
BUG,DRK,BUG,55.3588436443
GRD,GHT,PSY,55.3283953261
GRD,DRK,FLY,55.3072797753
FIR,FGT,PSN,55.3029217727
GRD,GHT,FLY,55.3006759183
GRD,DRK,PSY,55.2942374507
FLY,FRY,STL,55.2876589527
DRK,FRY,FGT,55.2720432304
GRD,DRK,GHT,55.2466216682
NRM,PSN,PSN,55.2438118293
GRS,PSY,GRS,55.2397441108
NRM,GRD,GHT,55.2300064798
GHT,FRY,FGT,55.2216171936
PSN,BUG,BUG,55.2208792469
GRD,---,GHT,55.2197467600
WTR,DRK,STL,55.1983260959
GRS,GRD,WTR,55.1742655581
FIR,FLY,ELC,55.1673369799
GRS,FLY,STL,55.1650484715
RCK,DRK,FGT,55.1622003260
FIR,FLY,GRD,55.1489291241
GHT,FRY,FIR,55.1448232654
NRM,FRY,NRM,55.1421490726
RCK,GHT,FGT,55.1414843652
WTR,GHT,STL,55.1312848706
DRK,FRY,FIR,55.1234518846
NRM,DRK,STL,55.0957876370
GHT,DRK,STL,55.0957876370
DRK,---,STL,55.0957876370
PSN,FRY,WTR,55.0798590874
FIR,PSY,GRD,55.0735124130
FGT,BUG,FRY,55.0242702654
NRM,GHT,STL,55.0045595805
GHT,---,STL,55.0045595805
ICE,GRD,WTR,55.0040806106
FIR,FRY,PSN,54.9795538323
FLY,PSY,GRD,54.9550400631
ELC,RCK,WTR,54.9292791535
NRM,FLY,GRD,54.9169832510
FLY,---,GRD,54.9169832510
GRD,BUG,WTR,54.9169707713
WTR,ICE,STL,54.9012674130
GRS,BUG,FGT,54.8925893005
GRS,PSN,FGT,54.8783710278
GRS,RCK,WTR,54.8591746222
FLY,STL,WTR,54.8244090815
PSN,---,PSN,54.8022844142
ELC,FRY,FGT,54.7628429071
WTR,RCK,FGT,54.7580130338
FGT,PSN,PSY,54.7515529598
WTR,BUG,STL,54.7465056284
FGT,PSY,DRK,54.7456128168
ICE,BUG,BUG,54.7182102475
GRS,RCK,NRM,54.7175729134
GRD,PSY,BUG,54.6745565029
WTR,ICE,ICE,54.6638448926
ELC,RCK,FGT,54.6597791728
DRG,FRY,DRG,54.6565892581
FGT,RCK,FLY,54.6335302706
FIR,FRY,FGT,54.6035300516
ICE,DRG,ICE,54.6015376905
NRM,ICE,ICE,54.5770518901
GRS,RCK,PSY,54.5759191311
FIR,GRD,DRG,54.5669950758
ICE,---,ICE,54.5536513300
PSY,FRY,STL,54.5412743333
PSY,DRG,GRD,54.5297959529
GRD,FRY,PSY,54.5279377203
BUG,RCK,WTR,54.5219084266
WTR,GRD,DRG,54.5094398093
FLY,FRY,FGT,54.5082166603
BUG,STL,---,54.4907556883
GRD,DRG,PSY,54.4268303636
FLY,DRG,FGT,54.4240978858
FGT,RCK,PSY,54.4196850826
FGT,DRG,PSN,54.4139166600
ELC,PSN,WTR,54.4112251933
GRS,PSY,STL,54.3782518619
FIR,GRD,WTR,54.3455802141
FIR,RCK,FRY,54.2995692287
FGT,RCK,RCK,54.2850922428
FLY,RCK,FRY,54.2315262826
GRD,FRY,---,54.2085771653
FIR,STL,FRY,54.1713806333
FLY,STL,FRY,54.1554851948
FGT,PSN,NRM,54.1188949057
FIR,RCK,GRD,54.1063710754
GRS,GHT,WTR,54.1000788048
ICE,RCK,GHT,54.0971909317
ICE,STL,GHT,54.0772387203
GRD,PSY,FRY,54.0741221268
NRM,GRD,FRY,54.0528733475
GRD,DRG,FRY,54.0528733475
GRD,---,FRY,54.0528733475
GRS,DRK,WTR,54.0432404363
GRS,RCK,PSN,54.0373528086
ICE,DRK,FLY,54.0018836748
ICE,GHT,FLY,53.9952798178
FIR,ELC,GRD,53.9880650195
ELC,RCK,GRD,53.9846174911
FIR,WTR,GHT,53.9809469360
ICE,GHT,WTR,53.9343300348
ELC,FRY,PSN,53.9138970379
PSN,RCK,ELC,53.9093290619
WTR,DRG,FGT,53.8975850045
FIR,FLY,WTR,53.8934485462
NRM,FLY,NRM,53.8890038029
FIR,RCK,ELC,53.8845471819
ICE,DRK,WTR,53.8774916663
NRM,RCK,GRD,53.8699542269
RCK,---,GRD,53.8699542269
WTR,FRY,ELC,53.8335627648
PSN,GHT,ELC,53.7828882707
PSN,GRD,WTR,53.7778000228
BUG,STL,FRY,53.7460616234
PSN,DRK,ELC,53.7430908165
GRS,PSY,WTR,53.7371489843
GRS,RCK,DRK,53.7231297801
FIR,GRS,NRM,53.6900744522
WTR,GRD,FIR,53.6621000892
GRS,GRD,FIR,53.6403786759
RCK,STL,ELC,53.6279254584
NRM,GRD,FIR,53.5617445991
GRD,---,FIR,53.5617445991
PSN,PSY,ELC,53.5029714316
FGT,GHT,FIR,53.4996825421
ELC,DRG,GRD,53.4972724314
ICE,PSY,WTR,53.4940367965
PSY,FRY,FGT,53.4773206915
RCK,STL,WTR,53.4646960310
PSY,BUG,WTR,53.4556621134
FIR,GRS,PSY,53.4290379460
FGT,DRK,FIR,53.4148689358
RCK,FRY,FIR,53.4084908602
PSY,DRG,FGT,53.4079272753
PSN,RCK,WTR,53.3857297832
FLY,PSY,STL,53.3628998496
FLY,BUG,ELC,53.3327020319
RCK,DRG,STL,53.3020930082
NRM,BUG,GRD,53.2706452401
BUG,---,GRD,53.2706452401
FGT,PSY,FIR,53.2552500546
GRS,STL,WTR,53.2234305118
NRM,PSY,NRM,53.1768048776
PSY,FRY,WTR,53.1650001868
ICE,PSY,GHT,53.1331727924
GRS,DRK,FLY,53.0918248724
GRS,GHT,FLY,53.0852210154
FGT,PSY,BUG,53.0596642788
FLY,RCK,ELC,53.0478947010
FGT,PSN,GHT,53.0428895568
BUG,FRY,ELC,53.0388879118
GRD,FLY,PSY,53.0369552918
FIR,DRG,GRD,53.0313927793
PSN,GRD,---,53.0073366954
FGT,FRY,GHT,52.9779872068
FIR,ELC,PSN,52.9671142222
ELC,FLY,FRY,52.9539408800
PSY,GHT,FIR,52.9032612971
FIR,PSY,PSN,52.8984526030
BUG,STL,WTR,52.8898633568
PSY,DRK,FIR,52.8761330047
RCK,DRK,RCK,52.8598616949
RCK,GHT,RCK,52.8559986862
FGT,STL,---,52.8336492615
GRS,FLY,GHT,52.8102499677
FIR,GRS,DRK,52.7702109890
GRD,PSY,DRG,52.7618757105
PSN,GHT,WTR,52.7198118439
FLY,FRY,ELC,52.7039902435
PSN,DRK,WTR,52.6800143897
PSN,STL,GRD,52.6798413592
ELC,DRK,FGT,52.6698160646
NRM,STL,GRD,52.6647114272
STL,---,GRD,52.6647114272
FLY,DRK,FRY,52.6514448153
ELC,GHT,FGT,52.6491001038
FLY,GHT,FRY,52.6448409583
ICE,FLY,FRY,52.6444088746
WTR,GRS,GRD,52.5989616804
WTR,RCK,STL,52.5893064318
ELC,BUG,FRY,52.5785345130
FIR,RCK,WTR,52.5505147875
NRM,WTR,GRD,52.5334683936
WTR,---,GRD,52.5334683936
NRM,PSN,GRD,52.5137674408
PSN,---,GRD,52.5137674408
FIR,DRK,FGT,52.4588966215
FIR,GHT,FGT,52.4381806607
GRD,FRY,GRS,52.4330094610
ICE,STL,WTR,52.4132283014
FGT,FRY,DRK,52.4041687304
NRM,GRS,GRD,52.3885122088
GRS,---,GRD,52.3885122088
GRS,ICE,PSY,52.3665603251
WTR,BUG,FGT,52.3339030487
WTR,PSN,FGT,52.3196847760
FGT,DRG,DRK,52.3179950346
PSN,PSY,WTR,52.2966197981
GRS,RCK,GRS,52.2778056371
ICE,BUG,FRY,52.2766404871
PSN,RCK,STL,52.2759934610
FLY,RCK,STL,52.2659940494
ELC,BUG,BUG,52.2659031441
FIR,ICE,PSY,52.2613284260
ICE,FGT,BUG,52.2361920302
NRM,GRS,GRS,52.1895908185
ELC,GRS,FGT,52.1701310151
GRS,STL,FGT,52.1489200720
WTR,GRS,GRS,52.1462197243
GRS,DRG,STL,52.1229622802
BUG,RCK,BUG,52.1183686963
FIR,ICE,ELC,52.1133643473
ELC,GRS,GRS,52.1055237946
WTR,BUG,BUG,52.0905035312
FGT,STL,FLY,52.0808992239
FIR,ELC,FGT,52.0520398542
GRS,---,GRS,52.0469747916
GRS,STL,PSY,52.0442700628
NRM,GRS,FGT,52.0400102305
FGT,PSN,FLY,52.0234722810
PSY,RCK,GHT,52.0175956892
FGT,STL,PSY,51.9776851628
FIR,DRG,ELC,51.9704594083
ICE,PSN,STL,51.9404605866
GRD,DRG,BUG,51.9375915146
GRS,---,FGT,51.8918044587
PSY,BUG,FGT,51.8733362371
ICE,DRG,STL,51.8514540244
PSN,PSY,FGT,51.8458218570
ELC,PSY,PSN,51.8426854116
FIR,GRS,BUG,51.8402462896
NRM,ICE,STL,51.8190562402
ICE,---,STL,51.8190562402
PSY,FRY,ELC,51.8111064123
RCK,STL,RCK,51.7864338500
WTR,FLY,ELC,51.7828769005
PSN,BUG,STL,51.7533720221
GRS,PSY,GHT,51.6957637889
FGT,RCK,FIR,51.6648217794
GRD,PSY,WTR,51.6445885585
WTR,FRY,STL,51.6417029476
NRM,BUG,STL,51.6377393517
BUG,---,STL,51.6377393517
FIR,ICE,DRK,51.6359413209
FGT,GRD,GRS,51.6290010372
ICE,FRY,WTR,51.6257162581
GRS,ICE,DRK,51.5722412469
NRM,STL,---,51.5674363126
GRD,BUG,FLY,51.5616118368
GRD,PSY,NRM,51.5583565228
GRS,FLY,WTR,51.5557033325
GRD,---,NRM,51.4907211750
ELC,RCK,PSN,51.4771727912
WTR,GRS,STL,51.4547300566
GRD,DRK,ICE,51.4456057184
BUG,RCK,RCK,51.4418558714
GRD,GHT,ICE,51.4390018614
FIR,ICE,NRM,51.4380735185
GRD,STL,ICE,51.4219169600
FGT,BUG,PSY,51.3875836827
FLY,RCK,WTR,51.3600399404
GRD,FRY,FLY,51.3498784496
RCK,GHT,FIR,51.3333339487
ICE,FLY,WTR,51.3246905792
NRM,DRG,NRM,51.3103798621
FIR,DRG,WTR,51.2872231706
FIR,PSN,FRY,51.2832305807
RCK,DRK,FIR,51.2764955802
WTR,ELC,FLY,51.2717831429
RCK,FRY,RCK,51.2669003744
RCK,GHT,PSN,51.2592688515
FLY,BUG,WTR,51.2528650218
PSN,FRY,STL,51.2402446888
FGT,FRY,FIR,51.2349611782
ICE,STL,FGT,51.2250688465
RCK,DRK,PSN,51.2153395791
ICE,BUG,FGT,51.1740859312
ICE,PSN,FGT,51.1658314813
ICE,DRG,FGT,51.1581874683
GRS,PSN,PSY,51.1440899889
PSY,RCK,FIR,51.1428363625
ICE,FLY,GHT,51.1376248064
FLY,DRG,STL,51.1202347865
FIR,FGT,DRK,51.1167457926
NRM,ICE,FGT,51.1016476734
ICE,---,FGT,51.1016476734
GRS,RCK,FLY,51.0858235154
WTR,GHT,ELC,51.0657527598
GRS,PSN,STL,51.0574313399
FIR,ELC,GHT,51.0572017606
WTR,GRD,FLY,51.0386080128
WTR,DRK,ELC,51.0089143913
PSN,FLY,ELC,51.0039021073
FGT,FLY,DRK,50.9935583614
FGT,BUG,DRK,50.9743296542
FGT,FLY,BUG,50.9513744892
FGT,PSN,DRK,50.9503907029
PSY,RCK,FRY,50.9409605805
BUG,FRY,WTR,50.9051919933
FLY,FRY,WTR,50.9050056917
ICE,RCK,PSY,50.9008358734
RCK,DRG,FRY,50.8924661224
NRM,RCK,FRY,50.8924661224
RCK,---,FRY,50.8924661224
FGT,STL,NRM,50.8757064256
WTR,ELC,PSY,50.8732234630
RCK,DRG,FGT,50.8279491985
WTR,PSY,ELC,50.8201668292
FIR,PSY,GHT,50.7743243523
GRD,STL,FLY,50.7435556140
GRD,GHT,GRS,50.7120781531
FIR,WTR,PSY,50.6963062177
PSN,GRD,FLY,50.6732652592
PSN,RCK,RCK,50.6587387278
GRD,DRK,GRS,50.6552397846
FGT,FRY,BUG,50.5282589469
BUG,GHT,ELC,50.4844926299
WTR,FLY,STL,50.4561339330
FGT,GHT,GRS,50.4478680605
PSN,FRY,FIR,50.4370525073
NRM,PSY,GRD,50.4250589724
PSY,---,GRD,50.4250589724
BUG,DRK,ELC,50.4110390729
GRS,ICE,GHT,50.3994586494
FGT,DRK,GRS,50.3910296920
FIR,WTR,DRK,50.3879098833
PSY,DRG,STL,50.3360359840
ICE,RCK,DRK,50.3348211011
FGT,PSY,FLY,50.3298769924
WTR,DRK,FLY,50.3248075108
WTR,GHT,FLY,50.3182036538
FIR,FLY,FGT,50.3132060915
FIR,WTR,NRM,50.3110917832
WTR,FRY,---,50.3021844460
GRS,FRY,PSN,50.2987069051
FGT,STL,PSN,50.2866016618
WTR,ELC,DRK,50.2821891629
ICE,STL,NRM,50.2455762447
GRS,FGT,DRG,50.2408563026
PSY,RCK,RCK,50.1928693442
FIR,GRS,ELC,50.1703389949
FLY,STL,FGT,50.1530432685
ICE,BUG,FLY,50.1487210702
NRM,GRD,PSY,50.1403322875
GRD,---,PSY,50.1403322875
PSN,FLY,WTR,50.1029093500
FLY,BUG,FGT,50.0960794508
GRS,PSY,FRY,50.0950592554
GRS,GRD,---,50.0785782099
GRS,DRG,FRY,50.0707068080
PSN,FLY,FGT,50.0688750252
ICE,STL,ELC,50.0657140235
NRM,FGT,PSN,50.0473636470
NRM,GRS,FRY,50.0465647974
GRS,---,FRY,50.0465647974
NRM,FLY,FGT,50.0395255846
FLY,---,FGT,50.0395255846
GRD,BUG,GRS,50.0327937009
FIR,GRS,PSN,50.0140570479
FIR,FGT,NRM,50.0122816961
FGT,STL,GHT,49.9756091903
ICE,RCK,ELC,49.9667633170
ELC,DRK,FLY,49.9618175418
ICE,PSN,PSY,49.9611422950
ELC,ICE,PSY,49.9596513619
ELC,GHT,FLY,49.9552136848
ELC,ICE,WTR,49.8765340939
GRS,STL,GHT,49.8436917697
ICE,FGT,FIR,49.8432262157
ELC,ICE,FLY,49.8287006928
ICE,RCK,NRM,49.8237290421
GRS,PSY,BUG,49.8202890908
WTR,BUG,ELC,49.8171487930
ELC,DRG,WTR,49.7950410048
ICE,GHT,ELC,49.7815982993
WTR,STL,---,49.7787452491
FLY,PSY,ELC,49.7597332838
ICE,FGT,DRG,49.7394213486
ICE,DRK,ELC,49.7247599308
GRS,ICE,WTR,49.7219426477
FGT,FLY,NRM,49.7164150967
GRS,ICE,FLY,49.7158587055
WTR,PSY,STL,49.6812790960
FIR,FGT,GHT,49.6616978102
FLY,RCK,PSN,49.6597341513
ELC,FGT,---,49.6517296479
PSN,GRD,GRS,49.6373768399
STL,FRY,FIR,49.6272362112
WTR,ICE,PSY,49.6145421348
WTR,FLY,GHT,49.6062009765
BUG,DRG,BUG,49.5935726310
GRS,BUG,WTR,49.5713058879
WTR,STL,FGT,49.5524226945
NRM,RCK,STL,49.5438683256
RCK,---,STL,49.5438683256
FIR,RCK,PSN,49.5327582262
ICE,GHT,FIR,49.5141200447
PSN,GRD,DRG,49.5000018651
ICE,PSY,ELC,49.4995115400
FIR,RCK,FGT,49.4954212344
NRM,WTR,FGT,49.4813239786
WTR,---,FGT,49.4813239786
FGT,BUG,PSN,49.4722336276
FGT,BUG,NRM,49.4452017041
FGT,RCK,DRG,49.4427878656
ICE,DRK,FIR,49.4293064385
FGT,---,PSN,49.4185851952
ICE,BUG,WTR,49.3932351265
NRM,ELC,GRD,49.3778007433
ELC,---,GRD,49.3778007433
PSY,BUG,FIR,49.3765078631
ELC,FLY,PSN,49.3510671969
BUG,FRY,FGT,49.3494086171
ICE,RCK,RCK,49.3427585829
WTR,STL,PSY,49.3425204042
ICE,STL,FLY,49.3379438062
PSN,FRY,FGT,49.3332083118
PSN,DRG,DRG,49.3290142030
PSN,PSY,STL,49.3246437557
ICE,PSN,FLY,49.3163848569
ELC,ICE,DRK,49.3049610180
FGT,PSN,GRS,49.2837104616
BUG,RCK,FGT,49.2783608443
ICE,PSY,FIR,49.2633718642
FGT,DRK,---,49.2629730135
PSN,RCK,FGT,49.2451925958
RCK,DRG,RCK,49.2129610845
GRS,BUG,FLY,49.2122247909
DRG,STL,DRG,49.1889732626
ICE,DRK,NRM,49.1735513151
ELC,STL,PSY,49.1735512090
ICE,GHT,NRM,49.1669474581
WTR,ICE,DRK,49.1347218131
ELC,PSN,---,49.1293645439
PSY,STL,FGT,49.1182138561
PSN,BUG,ELC,49.1011651166
RCK,FRY,GHT,49.0971283663
WTR,RCK,GHT,49.0746095077
GRD,DRG,WTR,49.0580023599
GRS,FRY,FLY,49.0389595375
NRM,PSY,FGT,49.0207571670
PSY,---,FGT,49.0207571670
PSN,RCK,GHT,49.0060661256
PSY,FRY,FIR,48.9840159470
NRM,FIR,GRD,48.9119210912
FIR,---,GRD,48.9119210912
GRS,PSY,PSN,48.8743808239
GRS,FRY,DRK,48.8647753979
ICE,RCK,WTR,48.8438413434
WTR,ELC,GHT,48.8405903100
DRG,DRK,FGT,48.8241599299
WTR,FRY,FIR,48.8073045323
GHT,DRG,FGT,48.8034439692
FGT,PSN,FIR,48.7809377955
RCK,STL,GHT,48.7761333999
GRS,PSN,GHT,48.7688955360
FGT,STL,FIR,48.7495402788
GRS,FRY,GHT,48.7368880569
GRD,BUG,ICE,48.7204289198
FGT,GHT,PSY,48.7116309356
BUG,GHT,WTR,48.7103861957
GRS,RCK,RCK,48.7102559413
FGT,DRK,ICE,48.7084214770
WTR,RCK,RCK,48.7075952326
RCK,DRG,WTR,48.7021975500
FGT,GHT,ICE,48.7018176200
FGT,DRK,PSY,48.6774730602
FIR,PSY,BUG,48.6588899205
GRD,GHT,---,48.6490944762
BUG,DRK,WTR,48.6369326387
FGT,PSY,---,48.5828879894
FGT,PSY,NRM,48.5826409637
GRD,RCK,ICE,48.5348812549
DRG,FRY,STL,48.5216086135
FGT,FRY,GRS,48.5190335546
PSN,STL,FRY,48.5172920427
NRM,FRY,STL,48.5072524036
FRY,---,STL,48.5072524036
FIR,GRD,ICE,48.4932713503
WTR,PSY,GHT,48.4761966265
WTR,PSN,PSY,48.4714906873
GRS,GRD,ICE,48.4566049085
GRS,STL,FLY,48.4561552341
PSN,GHT,FIR,48.4437222404
WTR,STL,ELC,48.4329802763
GRS,PSN,WTR,48.4321680381
GRS,STL,BUG,48.4291876378
ELC,GRD,ICE,48.4151551365
PSN,DRK,FIR,48.4039247862
GRS,PSN,FLY,48.3948137828
DRK,STL,FIR,48.3889133420
GHT,STL,FIR,48.3853143422
WTR,FLY,---,48.3818275914
NRM,DRG,GRD,48.3589306146
DRG,---,GRD,48.3589306146
NRM,GRS,STL,48.3442299322
GRS,---,STL,48.3442299322
ELC,DRG,FGT,48.3428766818
FGT,STL,DRK,48.3162779351
FGT,BUG,FLY,48.3157493757
FGT,GHT,BUG,48.2937681859
WTR,FGT,---,48.2779941154
ICE,PSN,WTR,48.2391720715
NRM,FGT,DRK,48.2256496882
FGT,GHT,DRK,48.2256496882
FGT,---,DRK,48.2256496882
FGT,DRK,BUG,48.2203146289
PSN,PSY,FIR,48.2100752524
FIR,DRG,FGT,48.1935322457
DRK,FRY,PSN,48.1901011033
GHT,FRY,PSN,48.1830715204
PSY,STL,FIR,48.1730268780
FIR,ICE,FLY,48.1697771523
PSN,BUG,WTR,48.1625465941
FLY,PSY,WTR,48.1197148299
FGT,FRY,FLY,48.0984336574
PSN,GRD,ICE,48.0895748651
WTR,FGT,BUG,48.0812342482
FIR,ELC,PSY,48.0547980181
GHT,DRG,WTR,48.0410393448
DRG,DRK,WTR,47.9842009763
FIR,ICE,PSN,47.9736918711
FGT,STL,BUG,47.9732610080
FGT,DRG,FLY,47.9636417366
GRS,DRK,NRM,47.9201747493
GRS,GHT,NRM,47.9135708923
NRM,---,NRM,47.9119259409
FGT,PSN,BUG,47.9098464386
NRM,GRD,BUG,47.9058980286
GRD,---,BUG,47.9058980286
FIR,FRY,GHT,47.8687970927
ELC,FGT,DRG,47.8418122757
BUG,RCK,FIR,47.8353426898
FIR,ICE,BUG,47.8214508702
FGT,FRY,PSY,47.8165374019
GRD,FLY,GRS,47.8066798001
GRD,BUG,---,47.8003927341
GRD,RCK,FLY,47.8003251176
GRS,BUG,PSY,47.7937752379
ELC,FRY,FIR,47.7849610535
ELC,FGT,BUG,47.7519881167
FIR,RCK,GHT,47.7446363637
FGT,DRG,PSY,47.7395720558
GRS,FLY,BUG,47.7363956294
ELC,ICE,GHT,47.7246065830
ICE,FRY,ELC,47.6498211346
FIR,RCK,RCK,47.6326486219
PSY,DRG,WTR,47.6154563148
ICE,PSY,DRK,47.6066267276
ICE,PSY,FLY,47.5898893410
FGT,FLY,FIR,47.5789710662
FIR,STL,GHT,47.5702726260
FLY,RCK,RCK,47.5680433913
WTR,PSN,ELC,47.5631458299
ELC,RCK,RCK,47.5578717124
WTR,FRY,PSN,47.5495177497
NRM,RCK,RCK,47.5368854998
RCK,---,RCK,47.5368854998
PSN,FLY,STL,47.4752904852
NRM,DRG,DRG,47.4747838397
DRG,---,DRG,47.4747838397
FIR,ELC,DRK,47.4735126651
FLY,RCK,GHT,47.4605043141
WTR,DRG,STL,47.4508208083
GRS,BUG,DRK,47.4497728314
RCK,DRK,NRM,47.4311512446
RCK,GHT,NRM,47.4245473876
GRD,STL,GRS,47.4187822462
DRG,STL,---,47.4063831106
FGT,FLY,DRG,47.3757798921
FGT,FLY,GRS,47.3672988548
NRM,FLY,STL,47.3584564555
FLY,---,STL,47.3584564555
GRS,FRY,BUG,47.3283233863
FLY,STL,GHT,47.3275228081
BUG,DRK,FGT,47.2750694117
PSN,DRK,FGT,47.2608511390
BUG,GHT,FGT,47.2543534509
FIR,GRS,FLY,47.2537926987
RCK,STL,---,47.2445118346
PSN,GHT,FGT,47.2401351783
FLY,DRK,FIR,47.2399705369
FLY,GHT,FIR,47.2333666799
GRD,DRG,---,47.2275049407
ICE,PSN,GHT,47.2023563588
WTR,FGT,DRG,47.1879216722
ELC,FRY,---,47.1805488291
FIR,GHT,PSN,47.1721750237
FIR,DRK,PSN,47.1494945305
GRS,FRY,ELC,47.1334298631
ICE,STL,DRK,47.1294432237
